id,prompt,score,chars,words,4sqrt_words,avg_word_len,words_gr5,words_gr6,words_gr7,words_gr8,diff_words,long_words,spell_err,uniq_words,nouns,verbs,adj,adv,stop_words,sentences,avg_sentence_len,exclamations,questions,commas
43,1,0.6,1608,314,4.209518398423904,4.012738853503185,59,35,29,4,4,59,2,104,86,45,19,7,154,28,11.178571428571429,0,0,5
44,1,0.6,1690,326,4.249172870720582,4.076687116564417,69,44,27,4,2,69,9,145,84,33,17,10,177,20,16.1,0,3,14
45,1,0.6,1630,311,4.19942759058284,4.183279742765273,77,49,29,17,1,77,4,104,75,35,19,10,165,11,27.09090909090909,0,0,6
46,1,0.6,1640,318,4.222860937815382,4.078616352201258,71,50,27,14,1,71,16,162,83,33,26,10,156,18,17.444444444444443,2,0,6
47,1,0.9,2842,562,4.868936144812273,3.9448398576512456,114,62,35,12,1,114,4,214,117,60,30,26,321,33,16.484848484848484,0,5,22
48,1,0.4,1805,318,4.222860937815382,4.569182389937107,89,60,41,33,5,89,2,140,85,31,18,9,164,27,11.666666666666666,0,2,6
49,1,0.3,474,83,3.018349479292333,4.650602409638554,26,18,10,5,1,26,7,60,23,8,7,4,35,4,20.75,0,0,1
50,1,0.7,2777,577,4.901104395840659,3.778162911611785,83,56,21,13,3,83,11,194,89,68,35,23,341,13,43.92307692307692,0,0,5
51,1,0.5,1317,241,3.9400729303224864,4.385892116182573,61,43,27,18,2,61,12,130,54,29,26,9,119,15,16.066666666666666,0,0,3
52,1,0.6,2207,430,4.553728291557119,4.0,82,59,37,15,4,82,6,178,87,53,19,10,257,27,15.703703703703704,0,0,21
53,1,0.8,2293,422,4.532398767118151,4.274881516587678,109,79,48,18,5,109,11,203,109,48,34,12,210,30,13.833333333333334,2,1,26
54,1,0.6,1362,239,3.931872942217272,4.610878661087866,62,52,31,16,2,62,6,103,48,25,18,14,130,11,21.545454545454547,3,0,7
55,1,0.8,2870,471,4.658597902181589,5.021231422505308,180,142,101,69,15,180,5,238,136,44,38,14,230,22,21.318181818181817,0,0,11
56,1,0.7,1716,293,4.13729897017652,4.737201365187714,102,80,55,26,5,102,8,147,78,32,28,5,142,23,12.652173913043478,0,1,11
57,1,0.5,1071,201,3.7652950586584613,4.189054726368159,53,34,24,12,2,53,4,111,45,27,10,8,110,14,14.071428571428571,0,0,7
58,1,0.6,2443,445,4.592931864259363,4.417977528089888,122,83,52,20,6,122,11,187,97,57,48,11,227,22,20.09090909090909,1,0,8
59,1,0.2,411,69,2.882121417102006,4.782608695652174,19,15,12,6,3,19,2,48,26,4,5,0,32,6,11.333333333333334,0,0,5
60,1,0.6,1683,305,4.179024909781345,4.409836065573771,84,62,36,13,9,84,5,142,79,45,22,10,145,23,13.08695652173913,0,1,9
61,1,0.6,1497,287,4.115953637505823,4.132404181184669,63,40,27,22,1,63,12,122,75,43,28,3,137,14,20.214285714285715,0,0,7
62,1,0.6,1583,291,4.13022058844706,4.34020618556701,64,47,32,25,6,64,1,119,62,33,23,3,169,17,17.058823529411764,0,0,11
63,1,0.5,1109,222,3.8600083452955563,3.972972972972973,42,32,18,13,2,42,5,95,45,22,12,8,128,6,36.166666666666664,0,0,0
64,1,0.7,2322,428,4.548423997999439,4.322429906542056,106,81,47,24,5,106,10,173,89,46,24,26,234,24,17.25,0,0,15
65,1,0.7,2116,372,4.391731039349508,4.56989247311828,112,77,51,33,5,112,9,183,80,56,21,28,180,25,14.84,0,3,17
66,1,0.6,1626,294,4.140824579655874,4.414965986394558,77,56,33,18,1,77,10,130,89,31,25,9,134,20,14.65,0,2,13
67,1,0.7,2216,401,4.474928423394142,4.379052369077307,108,75,48,27,4,108,9,196,102,36,31,20,204,33,11.818181818181818,0,1,20
68,1,0.5,1253,244,3.952277742240961,3.9959016393442623,51,31,18,10,2,51,1,127,51,32,15,8,135,18,13.38888888888889,0,0,15
69,1,1.0,2480,425,4.5404325926158515,4.687058823529412,128,104,72,40,16,128,4,190,116,38,33,10,222,28,15.071428571428571,0,3,24
70,1,0.8,2379,445,4.592931864259363,4.265168539325843,106,65,32,22,2,106,11,177,105,64,16,10,240,21,21.095238095238095,0,1,10
71,1,0.8,3201,531,4.800358032856073,4.887005649717514,183,146,96,64,15,183,14,221,131,72,46,21,250,25,21.08,0,0,41
72,1,0.6,2107,393,4.452440634258812,4.213740458015267,93,60,43,18,6,93,9,166,78,37,36,15,218,21,18.38095238095238,0,0,9
73,1,0.5,1661,304,4.175595259859688,4.266447368421052,63,38,24,16,3,63,3,133,78,51,20,21,132,29,10.241379310344827,2,3,29
74,1,0.6,2050,348,4.3191154309855655,4.767241379310345,116,78,47,29,13,116,6,176,93,47,35,13,150,21,16.571428571428573,0,0,21
75,1,0.6,1760,311,4.19942759058284,4.485530546623794,76,54,41,18,0,76,5,127,91,35,20,9,152,19,15.68421052631579,0,3,27
76,1,0.8,2993,536,4.811618626364775,4.455223880597015,135,102,75,55,5,135,12,213,142,70,47,10,255,47,11.106382978723405,0,2,18
77,1,0.8,2372,424,4.537759390048573,4.330188679245283,99,76,42,15,6,99,8,152,111,48,30,25,203,32,13.125,13,0,11
78,1,0.8,2015,382,4.420952418392678,4.18586387434555,91,64,37,20,7,91,1,151,90,32,20,8,226,18,21.166666666666668,0,0,15
79,1,0.6,2307,410,4.499828522434671,4.521951219512195,124,86,43,19,6,124,27,196,92,48,45,20,198,21,19.428571428571427,1,0,21
80,1,0.6,1920,369,4.382849839122776,4.092140921409214,85,58,40,13,6,85,3,144,79,43,38,3,204,16,22.6875,0,0,23
81,1,0.6,1654,284,4.105155240225724,4.700704225352113,99,77,43,27,10,99,11,130,72,40,15,10,139,23,12.217391304347826,0,1,9
82,1,0.5,1086,210,3.80675409583932,4.119047619047619,45,34,21,12,1,45,11,112,40,21,15,5,125,9,23.11111111111111,0,0,1
83,1,0.4,988,203,3.7746267164813805,3.8177339901477834,27,17,12,4,0,27,6,80,43,20,11,7,118,11,18.363636363636363,0,0,0
84,1,0.8,3010,558,4.860249337434802,4.310035842293907,149,101,59,28,7,149,17,194,100,66,52,26,305,31,17.516129032258064,0,3,14
85,1,0.6,2500,420,4.52701905583787,4.859523809523809,144,101,83,52,13,144,13,198,129,49,48,11,180,28,14.964285714285714,0,1,8
86,1,0.8,2317,428,4.548423997999439,4.228971962616822,104,57,41,28,9,104,8,201,82,58,31,23,224,39,10.615384615384615,3,2,28
87,1,0.7,2231,442,4.585171320859084,3.9705882352941178,92,57,38,12,7,92,13,176,87,39,22,14,270,19,23.210526315789473,5,0,8
88,1,0.4,1268,232,3.9027613572607556,4.310344827586207,57,44,28,4,2,57,5,90,57,28,12,5,128,29,8.0,0,0,6
89,1,0.5,1231,232,3.9027613572607556,4.185344827586207,58,42,28,12,4,58,3,107,56,20,17,4,133,9,25.444444444444443,0,0,12
90,1,0.6,1267,233,3.906960138326695,4.351931330472103,64,39,30,10,0,64,5,107,53,29,16,15,113,15,15.466666666666667,0,0,4
91,1,0.9,3446,664,5.0762385142396775,4.043674698795181,155,101,74,33,29,155,14,240,143,72,49,18,366,51,12.764705882352942,1,4,41
92,1,0.9,3211,547,4.836117360760903,4.745886654478976,182,137,91,51,9,182,9,262,159,60,46,22,255,22,24.5,0,0,23
93,1,0.6,1678,321,4.232785473794877,4.11214953271028,61,44,32,18,4,61,0,142,70,49,20,10,168,25,12.52,1,2,11
94,1,0.8,2422,468,4.651161968023038,4.055555555555555,96,67,38,19,8,96,7,201,84,61,30,22,248,36,12.833333333333334,6,3,13
95,1,0.5,1268,230,3.8943229049609,4.4,60,48,30,18,3,60,8,125,62,27,14,10,108,15,15.333333333333334,0,0,10
96,1,0.6,1662,299,4.158318947097563,4.454849498327759,84,61,36,21,2,84,15,168,76,38,19,11,148,21,14.0,0,0,9
97,1,0.9,2343,414,4.51076378780532,4.5144927536231885,121,78,45,29,10,121,15,206,100,54,32,16,202,34,12.088235294117647,0,0,25
98,1,0.6,1871,350,4.3253077270721105,4.188571428571429,72,48,28,11,4,72,10,178,87,41,21,7,190,20,17.35,0,2,14
99,1,0.5,1167,235,3.915317320059243,3.8638297872340424,41,31,15,5,1,41,10,112,55,36,25,2,116,17,13.823529411764707,4,4,4
100,1,0.8,2614,472,4.661068652401553,4.391949152542373,130,82,49,27,13,130,9,213,113,65,33,21,233,40,11.65,0,6,18
101,1,0.6,1781,332,4.268590769596987,4.271084337349397,84,51,34,10,2,84,1,129,74,35,21,13,182,26,12.692307692307692,0,0,4
102,1,0.7,2104,407,4.49157444576309,4.054054054054054,81,63,40,20,8,81,2,163,82,30,25,13,247,18,21.833333333333332,0,4,22
103,1,0.8,2249,414,4.51076378780532,4.333333333333333,112,73,44,27,11,112,9,155,120,39,29,11,209,21,19.095238095238095,0,3,19
104,1,0.7,2807,545,4.831690704076318,4.044036697247706,94,64,42,16,7,94,6,199,116,77,35,18,291,34,15.794117647058824,0,2,18
105,1,0.9,2105,369,4.382849839122776,4.560975609756097,115,91,59,35,13,115,6,203,85,43,32,13,188,30,12.033333333333333,0,0,12
106,1,0.8,3646,639,5.027767826732761,4.583724569640062,194,135,92,47,23,194,8,238,182,69,48,14,313,52,12.134615384615385,0,4,25
107,1,0.6,1966,375,4.400558683966967,4.1146666666666665,81,48,34,21,4,81,11,177,90,45,21,17,192,21,17.428571428571427,0,2,21
108,1,0.6,1798,351,4.328393927913123,4.01994301994302,77,42,23,6,6,77,1,127,79,34,20,17,198,24,14.5,0,0,11
109,1,0.4,1269,242,3.9441537984850497,4.136363636363637,52,36,20,16,2,52,1,120,68,23,27,7,114,13,18.153846153846153,1,0,13
110,1,0.9,3165,556,4.855888409457449,4.566546762589928,164,120,81,54,8,164,13,244,122,75,56,19,275,36,15.25,5,6,31
111,1,0.7,2236,412,4.505306108377591,4.317961165048544,105,73,51,28,4,105,11,205,103,61,26,11,205,29,14.10344827586207,2,0,7
112,1,0.6,1811,328,4.255675067045749,4.408536585365853,81,52,34,11,3,81,18,156,76,48,25,6,171,28,11.714285714285714,0,0,8
113,1,0.6,2314,411,4.502569814307524,4.520681265206813,110,81,59,37,4,110,11,179,97,53,28,14,211,24,16.958333333333332,0,0,18
114,1,0.7,2512,529,4.795831523312719,3.667296786389414,80,45,20,9,2,80,10,186,92,58,36,20,303,29,17.517241379310345,3,2,9
115,1,0.2,321,53,2.6981678764080854,4.90566037735849,19,11,11,6,0,19,0,45,15,10,3,1,24,4,13.25,0,0,3
116,1,0.6,1751,326,4.249172870720582,4.236196319018405,68,47,28,20,2,68,1,141,67,36,30,20,167,25,12.76,0,1,17
117,1,1.0,2550,439,4.577371171290019,4.637813211845103,129,87,64,40,11,129,3,197,110,44,35,13,221,28,15.464285714285714,0,0,30
118,1,0.8,2555,498,4.723972227312666,3.963855421686747,102,59,31,13,5,102,14,241,93,60,45,13,269,37,13.108108108108109,0,6,38
119,1,0.6,1932,381,4.418056280305077,3.9921259842519685,70,59,34,16,0,70,12,152,80,41,27,13,213,20,18.7,2,1,5
120,1,0.6,1841,368,4.379877406189684,3.907608695652174,47,26,15,6,2,47,32,156,65,52,31,19,198,17,21.647058823529413,6,1,11
121,1,0.7,2968,540,4.82057051366791,4.401851851851852,152,97,68,28,9,152,5,199,147,69,42,9,267,29,18.379310344827587,1,2,17
122,1,0.8,2259,414,4.51076378780532,4.357487922705314,107,76,54,35,5,107,4,183,98,44,32,19,208,29,14.172413793103448,0,0,11
123,1,0.5,1352,274,4.068531105601486,3.8905109489051095,60,41,20,7,2,60,7,104,52,27,18,11,162,9,30.333333333333332,0,0,1
124,1,0.3,886,176,3.6423205736757436,4.0397727272727275,37,26,19,11,3,37,5,83,36,26,12,4,88,1,176.0,0,0,0
125,1,0.6,1499,281,4.094270950271881,4.291814946619217,69,45,30,24,7,69,12,140,66,30,23,6,153,10,28.0,0,0,1
126,1,0.7,2233,408,4.494330859730306,4.3995098039215685,109,72,53,29,5,109,2,177,93,47,36,12,215,23,17.47826086956522,1,1,5
127,1,0.7,2260,408,4.494330859730306,4.431372549019608,114,82,41,21,7,114,4,201,95,45,24,16,222,30,13.533333333333333,0,0,13
128,1,0.8,2147,425,4.5404325926158515,3.9505882352941177,76,48,27,13,2,76,9,165,94,52,20,23,223,26,16.0,1,0,16
129,1,0.8,3432,588,4.924298052104917,4.697278911564626,214,152,92,38,25,214,9,226,156,65,58,15,285,39,15.051282051282051,0,0,10
130,1,0.8,2377,426,4.543101081920838,4.443661971830986,123,71,45,18,5,123,2,203,110,58,32,11,210,24,17.5,0,1,28
131,1,0.9,2576,432,4.559014113909555,4.8125,133,103,81,57,13,133,12,206,114,61,34,18,195,25,17.0,7,0,20
132,1,0.8,2693,512,4.756828460010884,4.103515625,100,73,35,12,7,100,20,212,111,66,50,15,261,44,11.522727272727273,1,1,25
133,1,0.8,2202,408,4.494330859730306,4.306372549019608,108,76,48,26,6,108,7,168,97,51,28,15,210,24,16.666666666666668,0,0,12
134,1,0.5,1434,264,4.030890324639449,4.34469696969697,63,41,25,15,4,63,10,134,74,33,14,8,127,11,23.727272727272727,0,0,11
135,1,0.7,2857,560,4.864598558195575,3.9625,103,65,32,16,2,103,20,239,123,64,32,17,313,41,13.268292682926829,0,2,27
136,1,0.5,1294,249,3.972371311705327,4.140562248995984,47,29,23,7,2,47,4,119,70,21,14,7,134,8,30.375,1,0,5
137,1,0.8,2307,407,4.49157444576309,4.574938574938575,122,74,47,24,10,122,15,192,106,52,31,12,197,24,16.708333333333332,0,0,11
138,1,0.5,945,184,3.683023210115643,4.043478260869565,48,29,16,5,3,48,4,94,48,13,7,7,107,12,15.0,0,0,4
139,1,0.7,2029,365,4.370923606578225,4.449315068493151,95,70,47,18,6,95,8,168,94,57,33,12,162,30,12.0,0,0,9
140,1,0.8,3122,581,4.909576518029625,4.265060240963855,138,95,68,41,5,138,12,240,131,70,41,26,298,33,17.424242424242426,4,1,25
141,1,0.8,2304,386,4.43248042346365,4.769430051813472,126,93,68,41,10,126,4,179,84,40,35,16,206,24,15.875,0,1,34
142,1,0.5,1568,306,4.18244613647754,4.026143790849673,57,39,28,15,3,57,17,143,82,32,21,13,151,19,15.947368421052632,0,0,11
143,1,0.7,2340,446,4.59550999149636,4.15695067264574,103,68,45,28,4,103,11,168,117,50,27,14,230,31,14.225806451612904,1,0,8
144,1,0.8,2273,365,4.370923606578225,5.093150684931507,143,112,82,54,7,143,19,186,96,58,34,11,158,24,15.041666666666666,0,6,22
145,1,0.4,947,185,3.6880171513613442,4.108108108108108,31,14,12,8,0,31,17,95,39,22,12,1,105,3,61.666666666666664,0,0,0
146,1,1.0,3386,601,4.951292896230491,4.5407653910149754,177,129,72,37,17,177,9,278,143,79,50,22,291,39,15.256410256410257,0,1,16
147,1,0.7,1645,307,4.185858988061498,4.276872964169381,78,55,23,11,1,78,14,138,75,41,22,14,147,17,18.0,0,0,6
148,1,0.6,2312,437,4.572148834013047,4.221967963386728,104,68,41,20,11,104,25,140,105,26,33,10,255,20,21.8,0,0,8
149,1,0.6,1619,307,4.185858988061498,4.153094462540716,64,43,29,8,0,64,4,136,78,38,20,13,155,24,12.625,0,0,12
150,1,0.6,1268,246,3.9603518961524267,4.105691056910569,50,31,19,7,3,50,9,129,50,34,16,13,130,7,35.0,0,0,3
151,1,0.4,1023,172,3.621446817033767,4.848837209302325,67,33,22,9,12,67,0,72,49,19,19,1,81,11,15.636363636363637,0,0,5
152,1,0.7,2606,503,4.735785203322233,4.085487077534792,116,64,35,6,5,116,2,163,95,60,46,19,277,28,17.464285714285715,2,0,18
153,1,1.0,2426,430,4.553728291557119,4.481395348837209,115,96,67,26,8,115,1,193,106,63,30,19,200,33,12.818181818181818,1,0,35
154,1,0.8,2446,440,4.579975650961807,4.415909090909091,129,87,60,23,8,129,7,188,113,48,43,18,210,28,15.607142857142858,2,2,9
155,1,0.6,1762,344,4.306650321420513,3.9767441860465116,68,47,33,15,11,68,4,157,79,27,27,10,192,29,11.482758620689655,1,0,15
156,1,0.7,2518,454,4.61598047576704,4.42511013215859,122,95,62,24,3,122,17,202,97,53,43,18,237,29,15.448275862068966,0,0,14
157,1,0.7,2100,355,4.340673182977126,4.811267605633803,122,91,62,41,3,122,21,175,104,50,27,16,147,26,13.576923076923077,0,0,8
158,1,0.8,2658,471,4.658597902181589,4.469214437367303,147,100,70,27,3,147,10,206,110,66,36,22,228,37,12.486486486486486,1,2,37
159,1,0.6,1532,285,4.1087641713943786,4.23859649122807,66,36,24,13,2,66,4,116,78,26,25,10,145,21,12.952380952380953,0,0,16
160,1,0.8,2323,425,4.5404325926158515,4.3364705882352945,105,68,43,29,12,105,3,145,122,48,26,4,219,30,13.9,0,2,24
161,1,1.0,3061,543,4.827251847113644,4.519337016574585,153,116,74,40,11,153,11,246,144,62,35,22,270,29,18.413793103448278,6,1,28
162,1,0.6,1377,233,3.906960138326695,4.802575107296137,77,58,43,24,4,77,24,139,69,32,19,7,103,22,10.545454545454545,0,0,2
163,1,0.6,1465,249,3.972371311705327,4.763052208835341,85,59,36,23,9,85,4,125,71,26,28,11,112,9,27.22222222222222,0,1,20
164,1,0.7,2132,379,4.412246857773462,4.493403693931398,113,74,40,24,4,113,31,196,84,50,42,9,180,30,12.366666666666667,0,0,18
165,1,0.8,3040,547,4.836117360760903,4.444241316270567,141,96,62,43,7,141,7,257,122,61,51,23,284,33,16.272727272727273,1,0,22
166,1,0.6,1711,340,4.294076025710977,3.9058823529411764,67,38,22,11,3,67,6,150,67,36,26,9,194,20,16.55,1,1,14
167,1,0.7,2579,449,4.60321845021688,4.6703786191536745,122,80,60,41,0,122,18,187,108,57,41,22,209,16,28.0,0,3,16
168,1,0.4,931,151,3.505453712067028,5.0,58,45,27,15,4,58,5,102,43,22,11,6,68,10,15.0,1,0,11
169,1,0.6,1784,338,4.287747230288912,4.183431952662722,67,43,31,18,12,67,6,145,65,41,24,9,190,21,15.952380952380953,1,0,10
170,1,0.6,1616,323,4.239363248839551,3.981424148606811,66,47,24,15,2,66,4,113,64,34,22,11,192,5,64.4,0,0,1
171,1,0.6,1333,257,4.003900540957704,4.163424124513619,61,45,21,5,1,61,5,125,50,23,15,10,153,6,42.5,0,0,0
172,1,0.6,1393,256,4.0,4.3125,64,39,23,7,4,64,13,129,68,39,17,11,116,12,21.333333333333332,0,0,20
173,1,0.6,1847,349,4.322214905840454,4.212034383954155,81,58,29,17,5,81,51,188,84,51,30,13,167,25,13.96,1,0,3
174,1,0.6,1839,332,4.268590769596987,4.4397590361445785,92,64,39,22,10,92,4,165,71,36,26,9,184,21,15.714285714285714,0,0,11
175,1,0.8,2127,390,4.443919177722689,4.348717948717948,101,68,46,26,2,101,15,198,93,46,29,19,200,20,19.05,0,0,17
176,1,0.6,1610,329,4.258915019957202,3.7872340425531914,55,44,26,8,6,55,6,161,69,38,18,10,187,23,14.173913043478262,0,0,11
177,1,0.6,1575,270,4.053600464421103,4.692592592592592,79,45,24,19,4,79,18,137,71,41,14,4,133,20,13.4,0,1,11
178,1,0.6,1611,281,4.094270950271881,4.604982206405694,78,65,49,28,3,78,0,135,76,29,23,3,140,23,11.956521739130435,0,0,12
179,1,0.8,2285,444,4.590349388195356,4.027027027027027,88,61,33,19,6,88,5,173,94,51,40,12,243,30,14.566666666666666,0,1,19
180,1,0.8,2659,450,4.605779351596907,4.746666666666667,152,118,76,45,14,152,5,205,135,55,30,17,206,30,14.733333333333333,0,1,31
181,1,0.6,1576,297,4.151347725692716,4.218855218855219,76,41,19,9,2,76,10,116,74,41,24,3,149,17,17.235294117647058,0,0,7
182,1,0.6,2261,396,4.460913442573438,4.540404040404041,121,80,43,17,3,121,2,176,91,59,28,16,197,26,15.115384615384615,0,1,24
183,1,0.6,1911,388,4.438210856143747,3.8762886597938144,59,38,23,6,1,59,13,133,74,44,18,8,237,16,24.1875,0,0,2
184,1,0.6,2430,466,4.646184794530121,4.133047210300429,103,66,47,30,7,103,11,167,106,53,23,15,261,28,16.642857142857142,0,0,8
185,1,0.6,1841,336,4.281390285856145,4.386904761904762,94,64,38,22,7,94,5,130,88,34,29,7,177,22,15.227272727272727,0,0,8
186,1,0.3,584,112,3.2531531233955713,4.178571428571429,18,13,10,5,0,18,5,68,30,12,8,1,59,3,37.0,0,1,1
187,1,0.7,2184,414,4.51076378780532,4.214975845410628,91,59,38,23,0,91,8,173,101,52,28,11,215,23,17.869565217391305,0,1,1
188,1,0.4,758,128,3.363585661014858,4.7421875,35,26,22,17,5,35,4,77,40,18,8,3,57,20,6.3,1,3,2
189,1,0.8,1855,325,4.245910547493899,4.553846153846154,101,67,45,24,6,101,7,176,80,42,39,14,148,23,13.869565217391305,0,2,22
190,1,0.6,1391,250,3.976353643835253,4.464,66,46,28,17,1,66,4,117,47,38,15,17,128,16,15.25,0,0,7
191,1,0.9,2759,490,4.704885080549647,4.5,147,83,50,21,4,147,18,189,129,65,30,17,234,39,12.538461538461538,1,5,23
192,1,0.6,2189,402,4.47771567384123,4.355721393034826,113,78,55,18,8,113,3,175,100,43,27,23,199,29,13.758620689655173,0,1,6
193,1,0.8,2915,528,4.79356345385686,4.392045454545454,150,97,57,37,12,150,7,239,129,57,47,19,264,34,15.323529411764707,0,5,29
194,1,0.3,681,124,3.3369939654815144,4.32258064516129,30,19,10,5,1,30,5,89,26,16,13,4,64,9,13.666666666666666,0,1,6
195,1,0.6,1915,384,4.426727678801286,3.8984375,77,50,30,9,3,77,13,139,105,36,25,7,206,28,13.642857142857142,1,0,5
196,1,0.8,2672,527,4.791292160419566,3.967741935483871,93,62,42,20,8,93,7,203,106,56,38,9,306,25,20.84,0,0,16
